Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,link,Latitud,Longitud
BUENOS AIRES,San Nicolás,Villa Campi,0,,,,,,,,SI,,6763010,-33.359958730423,-60.300089288290
BUENOS AIRES,San Nicolás,Villa Canto,0,,,,,,,,SI,SI,6763010,-33.370847974800,-60.295411636226
BUENOS AIRES,San Nicolás,Villa Esperanza,386,,,,,,,,,,6763060,-33.422326147095,-60.260587490438
BUENOS AIRES,San Nicolás,Villa Riccio,0,,,,,,,,,,6763010,-33.363049805948,-60.295399089875
BUENOS AIRES,San Pedro,Gobernador Castro,2607,,,,,,,,SI,SI,6770010,-33.660578729092,-59.866340829149
BUENOS AIRES,San Pedro,Ingeniero Moneta,20,,,,,,,,,,6770015,-33.931463133070,-59.748233005400
BUENOS AIRES,San Pedro,Obligado,261,,,,,,,,,SI,6770020,-33.596555861763,-59.819979239780
BUENOS AIRES,San Pedro,Pueblo Doyle,528,,,,,,,,,,6770030,-33.905005718981,-59.818753227126
BUENOS AIRES,San Pedro,Río Tala,1814,,,,SI,,,,SI,SI,6770040,-33.769589927701,-59.638370859132
BUENOS AIRES,San Pedro,San Pedro,47452,SI,SI,,SI,SI,SI,SI,SI,SI,6770050,-33.679125225337,-59.666895102790
BUENOS AIRES,San Pedro,Santa Lucía,2360,,,,SI,SI,,SI,SI,SI,6770060,-33.879455952719,-59.875328445944
BUENOS AIRES,San Vicente,Alejandro Korn,34760,SI,SI,SI,SI,,SI,SI,SI,SI,6778020,-35.013512528578,-58.386534689409
BUENOS AIRES,San Vicente,Domselaar,0,,SI,,,,SI,SI,SI,SI,6778020,-35.048692550243,-58.314574586871
BUENOS AIRES,San Vicente,San Vicente,23405,SI,SI,SI,SI,,SI,SI,SI,SI,6778020,-35.010404143813,-58.469970598204
BUENOS AIRES,Suipacha,General Rivas,478,SI,,,,,SI,SI,,SI,6784010,-34.610037068043,-59.750423420775
BUENOS AIRES,Suipacha,Suipacha,8403,SI,,SI,SI,,SI,SI,SI,SI,6784020,-34.771261783988,-59.687918182182
BUENOS AIRES,Tandil,De la Canal,57,,,,,,SI,,,,6791010,-37.129312566324,-59.105380206456
CABA,COMUNA 04,PARQUE PATRICIOS,40985,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.637549640684,-58.401675620676
CHUBUT,Gaiman,Gaiman,4730,SI,,SI,SI,SI,,SI,SI,SI,26042030,-43.288807480447,-65.492413500074
CHUBUT,Gastre,Blancuntre,82,,,,,SI,,SI,,,26049010,-42.568389229153,-68.919091623714
CHUBUT,Gastre,El Escorial,89,,,,,SI,,SI,,,26049020,-43.098070041959,-68.559603335495
CHUBUT,Gastre,Gastre,602,,,,,,SI,SI,,SI,26049030,-42.265620456543,-69.221097897766
CHUBUT,Gastre,Lagunita Salada,129,,,,,SI,SI,SI,,,26049040,-42.716779283830,-69.188472393570
CHUBUT,Gastre,Yala Laubat,37,,,,,SI,,,,,26049050,-42.767135445762,-68.875421794475
CHUBUT,Languiñeo,Aldea Epulef,247,,,,,SI,SI,SI,,,26056010,-43.234116595286,-69.711293777040
CHUBUT,Languiñeo,Carrenleufú,317,,,,,SI,,SI,,,26056020,-43.585688543731,-71.700902024502
ENTRE RIOS,Colón,Hocker,0,,,,,,,,,SI,30008100,-32.087495845390,-58.341705844445
CABA,COMUNA 10,MONTE CASTRO,33623,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.619297482690,-58.506580339129
CORDOBA,Río Cuarto,Coronel Moldes,9005,SI,,,,,,SI,SI,SI,14098100,-33.623086873503,-64.597103351039
CORDOBA,Río Cuarto,Elena,2985,SI,,,SI,,SI,SI,SI,SI,14098110,-32.572068410995,-64.392951842394
CORDOBA,Río Cuarto,La Carolina,165,SI,,,,SI,SI,SI,SI,,14098120,-33.186843371305,-64.725112965586
CORDOBA,Río Cuarto,La Cautiva,969,,,,,,,SI,,SI,14098130,-33.978591387830,-64.084298946119
CORDOBA,Río Cuarto,La Gilda,101,,,,,,,,,,14098140,-33.208295916653,-64.258444899510
CORDOBA,Río Cuarto,Las Acequias,2201,SI,,,SI,,,SI,SI,SI,14098150,-33.282248696995,-63.975876386589
CABA,COMUNA 13,BELGRANO,126831,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.554881524024,-58.450289094735
CHUBUT,Languiñeo,Colan Conhue,262,,,,,SI,SI,SI,,,26056030,-43.242597704834,-69.930218185607
CHUBUT,Languiñeo,Paso del Sapo,472,,,,,SI,SI,SI,,,26056040,-42.737110995087,-69.611002087555
CHUBUT,Languiñeo,Tecka,1237,,,,,SI,,SI,,,26056050,-43.493582081526,-70.813560832101
CHUBUT,Mártires,El Mirasol,57,,,,,SI,,,,,26063010,-43.285293271254,-67.760311381965
CHUBUT,Mártires,Las Plumas,480,,,,,SI,,SI,,,26063020,-43.722397963617,-67.286995666614
CHUBUT,Paso de Indios,Cerro Cóndor,67,,SI,,,SI,,SI,,,26070010,-43.423319865399,-69.164092347675
CHUBUT,Paso de Indios,Los Altares,230,,,,,SI,SI,SI,,,26070020,-43.871192998158,-68.430116877651
CHUBUT,Paso de Indios,Paso de Indios,1264,,,,,SI,,SI,,SI,26070030,-43.866305411766,-69.044887090231
CHUBUT,Rawson,Playa Magagna,76,,SI,,,,SI,,,,26077010,-43.382120861886,-65.044932568367
BUENOS AIRES,Bragado,Bragado,33222,SI,SI,SI,SI,,SI,SI,SI,SI,6112010,-35.118942299763,-60.487914756821
BUENOS AIRES,Bragado,Comodoro Py,634,,,,SI,,SI,,SI,SI,6112020,-35.323310037463,-60.521731491169
BUENOS AIRES,Bragado,General O'Brien,2488,SI,,,SI,,SI,SI,SI,SI,6112030,-34.906797909196,-60.759783823805
BUENOS AIRES,Bragado,Irala,400,,SI,,,,SI,SI,,SI,6112040,-34.771823031112,-60.691691201028
BUENOS AIRES,Bragado,La Limpia,38,,,,,,,,,,6112050,-35.079727265016,-60.592854666519
BUENOS AIRES,Bragado,Máximo Fernández (Est. Juan F. Salaberry),4,,,,,,,,,,6112060,-35.061524674583,-60.706074142447
BUENOS AIRES,Bragado,Mechita (Est. Mecha),1414,SI,SI,,,,SI,,,,6112070,-35.069937856680,-60.408493792536
BUENOS AIRES,Bragado,Olascoaga,127,,,,,,SI,,,,6112080,-35.237527792737,-60.611534169618
BUENOS AIRES,Bragado,Warnes,437,SI,,,,,SI,,,,6112090,-34.909873444506,-60.538168162900
BUENOS AIRES,Brandsen,Altamirano,215,,,,,,,SI,,SI,6119010,-35.361582802214,-58.150486815916
BUENOS AIRES,Brandsen,Barrio El Mirador,226,,,,,,,,SI,SI,6119015,-35.314537054713,-58.048442079635
BUENOS AIRES,Brandsen,Barrio Las Golondrinas,383,,,,,,,,SI,SI,6119020,-35.033577778356,-58.193538268182
BUENOS AIRES,Brandsen,Barrio Los Bosquecitos,124,,,,,,,,,,6119030,-35.105038994973,-58.183500785961
BUENOS AIRES,Brandsen,Barrio Parque Las Acacias,229,,,,,,,,,,6119040,-35.103032946144,-58.273040537565
BUENOS AIRES,Brandsen,Campos de Roca,234,,,,,,,,SI,SI,6119045,-35.114977260316,-58.095389654191
BUENOS AIRES,Brandsen,Club de Campo Las Malvinas,4,,,,,,,,,,6119055,-35.213997811573,-58.243303092064
ENTRE RIOS,Paraná,Pueblo Moreno,0,,,,,,,,,,30084070,-31.588491384786,-60.064892934374
RIO NEGRO,General Roca,Barrio Unión,106,,,,,,SI,,,,62042350,-38.979186876102,-67.941976373184
BUENOS AIRES,Brandsen,Coronel Brandsen,19877,SI,SI,,SI,,SI,SI,SI,SI,6119050,-35.169098300292,-58.237352944664
BUENOS AIRES,Brandsen,Gómez,362,,,,,,,SI,,SI,6119060,-35.069365533283,-58.165689988231
BUENOS AIRES,Brandsen,Jeppener,2496,SI,,,SI,,,SI,SI,SI,6119070,-35.280204392097,-58.199664943199
BUENOS AIRES,Brandsen,Oliden,183,,,,,,,SI,,SI,6119080,-35.184258433468,-57.947962324800
BUENOS AIRES,Brandsen,Posada de los Lagos,15,,,,,,,,SI,SI,6119085,-35.149938398199,-58.050452866735
BUENOS AIRES,Brandsen,Samborombón,6,,,,,,,,,,6119090,-35.220624271997,-58.280529794983
BUENOS AIRES,Campana,Alto Los Cardales,1983,,,,SI,,SI,,SI,SI,6126010,-34.316024368882,-58.978457481534
BUENOS AIRES,Campana,Barrio Los Pioneros,1823,,,,,,SI,,SI,SI,6126020,-34.253040636763,-58.958440036859
BUENOS AIRES,Campana,Campana,86860,SI,SI,SI,SI,SI,SI,SI,SI,SI,6126030,-34.163961811827,-58.958874103536
BUENOS AIRES,Campana,Chacras del Río Luján,1621,,,,,,SI,,SI,SI,6126035,-34.293415322624,-58.921199044246
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),261,,SI,,,,,,SI,SI,6126040,-34.281677064181,-58.891190652405
BUENOS AIRES,General Rodríguez,General Rodríguez,85315,SI,SI,SI,SI,SI,SI,SI,SI,SI,6364030,-34.607923902106,-58.950282039134
BUENOS AIRES,General San Martín,Barrio Parque General San Martin,421,,,SI,SI,,SI,SI,,SI,6371010,-34.567343376650,-58.584311245994
BUENOS AIRES,General San Martín,Billinghurst,19664,SI,SI,,SI,,,SI,SI,SI,6371010,-34.575107171125,-58.574582893805
BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,29180,SI,SI,,SI,SI,SI,SI,SI,SI,6371010,-34.579698684830,-58.542014481659
BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador,63479,,SI,,,,,SI,SI,SI,6371010,-34.541652078181,-58.595909363450
BUENOS AIRES,General San Martín,Va Ma Irene De Los Remedios De Escalada,1265,,SI,,,,,,SI,SI,6371010,-34.564639709518,-58.592254842532
BUENOS AIRES,General San Martín,Villa Ayacucho,3939,,SI,,SI,,,,SI,SI,6371010,-34.590413263676,-58.553043092396
BUENOS AIRES,General San Martín,Villa Ballester,36272,SI,SI,SI,SI,,SI,SI,SI,SI,6371010,-34.542284682232,-58.558317717982
BUENOS AIRES,General San Martín,Villa Bernardo Monteagudo,8519,,SI,,SI,,,,SI,SI,6371010,-34.590589909799,-58.539660659417
BUENOS AIRES,General San Martín,Villa Chacabuco,5179,,SI,,SI,,,,SI,SI,6371010,-34.579674485329,-58.523036970803
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,22369,,SI,,SI,,,,SI,SI,6371010,-34.559516911514,-58.577276930818
BUENOS AIRES,General San Martín,Villa General Antonio J. De Sucre,6311,,SI,,SI,,,,SI,SI,6371010,-34.547050601105,-58.569439189409
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,29982,,SI,,SI,,,,SI,SI,6371010,-34.512533206960,-58.580147828849
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,18828,,SI,,SI,,,,SI,SI,6371010,-34.553116323608,-58.566997660392
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,11866,,SI,,SI,,,,SI,SI,6371010,-34.561256707670,-58.555393664349
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6116,,SI,,SI,,,,SI,SI,6371010,-34.543398925245,-58.575592842312
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,21113,,SI,,SI,,SI,,SI,SI,6371010,-34.550764690944,-58.528485457296
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,16376,,SI,,SI,,,,SI,SI,6371010,-34.538384646792,-58.549172101007
BUENOS AIRES,General San Martín,Villa José León Suarez,16173,SI,SI,,SI,,SI,SI,SI,SI,6371010,-34.525371165335,-58.580255066199
BUENOS AIRES,Mercedes,Gowland,1738,,,,SI,,SI,,SI,SI,6532010,-34.652429281715,-59.352318630011
BUENOS AIRES,Mercedes,Jorge Born,191,,,,,,SI,,,,6532030,-34.698960000000,-59.319440000000
BUENOS AIRES,Mercedes,Mercedes,56116,SI,SI,SI,SI,SI,SI,SI,SI,SI,6532020,-34.652171535489,-59.429598172269
BUENOS AIRES,Mercedes,Tomás Jofré,0,,,,,,,,,,6532020,-34.698955554941,-59.319442831311
BUENOS AIRES,Merlo,Libertad,112806,SI,SI,SI,SI,SI,SI,SI,SI,SI,6539010,-34.708542242353,-58.679586725257
BUENOS AIRES,Merlo,Mariano Acosta,60717,SI,SI,,SI,,SI,SI,SI,SI,6539010,-34.715480807346,-58.797674041385
BUENOS AIRES,Merlo,Merlo,274130,SI,SI,SI,SI,,SI,SI,SI,SI,6539010,-34.682327701407,-58.743643207967
BUENOS AIRES,Merlo,Pontevedra,37628,SI,SI,SI,SI,,SI,SI,SI,SI,6539010,-34.746795948948,-58.706043153677
BUENOS AIRES,Merlo,San Antonio De Padua,42377,SI,SI,SI,SI,,SI,SI,SI,SI,6539010,-34.669858135927,-58.697930436646
BUENOS AIRES,Monte,Abbott,603,,,,SI,SI,SI,SI,SI,SI,6547010,-35.282506210666,-58.804261908492
BUENOS AIRES,Monte,San Miguel del Monte (Est. Monte),17005,SI,SI,SI,SI,,SI,SI,SI,SI,6547020,-35.439164324048,-58.809459835567
BUENOS AIRES,Monte,Zenón Videla Dorna,76,,,,,,,,,SI,6547030,-35.544773404453,-58.885591191793
BUENOS AIRES,Monte Hermoso,Balneario Sauce Grande,118,SI,,,SI,,,SI,SI,SI,6553010,-38.995357691335,-61.215201593081
BUENOS AIRES,Monte Hermoso,Monte Hermoso,6351,SI,,,SI,,,SI,SI,SI,6553020,-38.981506538425,-61.300545748661
BUENOS AIRES,Moreno,Cuartel V,45231,,SI,SI,SI,,SI,SI,SI,SI,6560010,-34.558659572253,-58.816301088670
BUENOS AIRES,Moreno,Francisco Alvarez,27954,SI,SI,SI,SI,,SI,SI,SI,SI,6560010,-34.607313707748,-58.859942785434
BUENOS AIRES,Tigre,Don Torcuato Este,38359,SI,SI,SI,SI,,SI,SI,SI,SI,6805010,-34.486937048048,-58.615941029981
BUENOS AIRES,Tigre,Don Torcuato Oeste,42873,,,,,,SI,,SI,SI,6805010,-34.503535458289,-58.627528654929
BUENOS AIRES,Tigre,El Talar,54374,SI,SI,,SI,SI,SI,SI,SI,SI,6805010,-34.471321336848,-58.657030192748
BUENOS AIRES,Tigre,General Pacheco,54208,SI,SI,,SI,SI,SI,SI,SI,SI,6805010,-34.452308811991,-58.644893616205
BUENOS AIRES,Tigre,Los Troncos Del Talar,37016,SI,SI,,SI,SI,,SI,SI,SI,6805010,-34.442567203197,-58.617436412777
BUENOS AIRES,Tigre,Nordelta,0,,SI,,SI,,,SI,SI,SI,6805010,-34.406591600000,-58.671267100000
RIO NEGRO,Ñorquincó,Mamuel Choique,243,,,,SI,,,SI,,,62056020,-41.769841642775,-70.170863221644
RIO NEGRO,Ñorquincó,Ñorquincó,565,,,,,SI,,SI,,,62056030,-41.843448611748,-70.894393214994
RIO NEGRO,Ñorquincó,Ojos de Agua,69,,,,,,,SI,,,62056040,-41.534892227381,-69.854645970072
BUENOS AIRES,Tigre,Ricardo Rojas,24410,SI,SI,,SI,,,SI,SI,SI,6805010,-34.456333967445,-58.680667032098
BUENOS AIRES,Tigre,Rincón de Milberg,34588,SI,SI,,SI,,SI,SI,SI,SI,6805010,-34.409753204336,-58.630482702361
BUENOS AIRES,Tigre,Tigre,38954,SI,SI,,SI,SI,SI,SI,SI,SI,6805010,-34.426692511007,-58.577971754132
BUENOS AIRES,Tordillo,General Conesa,1302,SI,SI,,,,SI,SI,SI,SI,6812010,-36.520858743782,-57.324937102551
BUENOS AIRES,Tordillo,Villa Roch,0,,,,,,SI,,SI,SI,6812010,-36.473520643031,-57.338409000410
BUENOS AIRES,Tornquist,Chasicó,203,,,,,,,SI,,,6819010,-38.335225840974,-62.642409989973
BUENOS AIRES,Tornquist,Saldungaray,1351,SI,,,,,,SI,SI,SI,6819020,-38.202813103804,-61.767892515465
BUENOS AIRES,Tornquist,Sierra de la Ventana,2165,,SI,,SI,,,SI,SI,SI,6819030,-38.136671613937,-61.795686039924
RIO NEGRO,Ñorquincó,Río Chico (Est. Cerro Mesa),282,,,,,SI,,SI,,,62056050,-41.716722783539,-70.471083901464
RIO NEGRO,Pichi Mahuida,Barrio Esperanza,67,,,,SI,,,,,,62063005,-39.041876855319,-63.998590735766
BUENOS AIRES,Cañuelas,Alejandro Petión,2759,SI,SI,SI,,,SI,SI,SI,SI,6134010,-34.979376850813,-58.674943076899
BUENOS AIRES,Cañuelas,Barrio BelgranoMáximo Paz,7165,,,,,,SI,,SI,SI,6134030,-34.936456309216,-58.614395799596
BUENOS AIRES,Cañuelas,Barrio El Taladro,155,,,,,,SI,,,SI,6134020,-35.074248616423,-58.863242060348
BUENOS AIRES,Cañuelas,Cañuelas,29974,SI,SI,SI,SI,SI,SI,SI,SI,SI,6134030,-35.052714035054,-58.758385696538
BUENOS AIRES,Cañuelas,Gobernador Udaondo,330,,,,,,SI,,,SI,6134040,-35.300327113045,-58.594305365746
BUENOS AIRES,Cañuelas,Máximo Paz,7165,,SI,,SI,,SI,,,,6134050,-34.936456309216,-58.614395799596
BUENOS AIRES,Cañuelas,Santa Rosa,5297,,,,,SI,SI,,SI,SI,6134060,-34.961183937181,-58.730891827598
BUENOS AIRES,Cañuelas,Uribelarrea,1282,SI,,,SI,,SI,SI,SI,SI,6134070,-35.122736440736,-58.890487146342
BUENOS AIRES,Cañuelas,Vicente Casares,787,SI,,SI,,,SI,SI,SI,SI,6134080,-34.965352670242,-58.650497959430
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,13088,SI,SI,,SI,,SI,SI,SI,SI,6140010,-34.172367425522,-59.789349139091
BUENOS AIRES,Capitán Sarmiento,La Luisa,230,,,,,,SI,,,,6140020,-34.128557211078,-59.924005831268
BUENOS AIRES,Carlos Casares,Bellocq,542,,,SI,,,,SI,,,6147010,-35.918970555463,-61.531263022277
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,18082,,SI,,SI,,,,SI,SI,6371010,-34.547483912422,-58.575097255939
BUENOS AIRES,General San Martín,Villa Libertad,14404,,SI,,SI,,,,SI,SI,6371010,-34.584696005252,-58.562333402807
BUENOS AIRES,General San Martín,Villa Lynch,4097,SI,SI,,SI,,,SI,SI,SI,6371010,-34.590146441043,-58.523437722329
BUENOS AIRES,General San Martín,Villa Maipu,25120,SI,SI,,SI,,SI,SI,SI,SI,6371010,-34.568213169612,-58.524545149195
BUENOS AIRES,General San Martín,Villa Marqués Alejandro María De Aguado,13440,,SI,,SI,,,,SI,SI,6371010,-34.555135660804,-58.538377125593
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,3762,,SI,,SI,,,,SI,SI,6371010,-34.593948757499,-58.532173955393
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,4567,,SI,,SI,,,,SI,SI,6371010,-34.561873061385,-58.533662449454
BUENOS AIRES,General San Martín,Villa San Andrés,10018,SI,SI,,SI,,SI,SI,SI,SI,6371010,-34.565993290545,-58.544806922545
BUENOS AIRES,General San Martín,Villa Yapeyú,3654,,SI,,SI,,,,SI,SI,6371010,-34.571695302012,-58.549107399484
BUENOS AIRES,General Viamonte,Baigorrita,1848,SI,,,,,SI,SI,,SI,6385010,-34.747268678306,-60.988952658531
BUENOS AIRES,General Viamonte,La Delfina,26,,,,,,,,,,6385020,-34.942047119141,-61.159568786621
BUENOS AIRES,Moreno,La Reja,39685,SI,SI,SI,SI,SI,SI,SI,SI,SI,6560010,-34.645239123437,-58.838025269276
BUENOS AIRES,Moreno,Moreno,177572,SI,SI,SI,SI,SI,SI,SI,SI,SI,6560010,-34.637632238148,-58.792136274059
BUENOS AIRES,Moreno,Paso Del Rey,49553,,SI,,SI,SI,SI,SI,SI,SI,6560010,-34.635387682963,-58.750318089002
BUENOS AIRES,Moreno,Trujui,112511,SI,SI,SI,SI,,SI,SI,SI,SI,6560010,-34.594143997859,-58.755734655977
BUENOS AIRES,Morón,Castelar,107962,SI,SI,,SI,,SI,SI,SI,SI,6568010,-34.664413103428,-58.645642712391
BUENOS AIRES,Morón,El Palomar,59312,SI,SI,SI,SI,SI,SI,SI,SI,SI,6568010,-34.617707172718,-58.601533043415
BUENOS AIRES,Tornquist,Tornquist,6473,SI,SI,,SI,SI,,SI,SI,SI,6819040,-38.098998313116,-62.221809127004
BUENOS AIRES,Tornquist,Tres Picos,82,,,,,,,,,SI,6819050,-38.286774931034,-62.207311742309
BUENOS AIRES,Tornquist,Villa Serrana La Gruta,52,,SI,,,,,,,,6819060,-38.056826633218,-62.078261831043
BUENOS AIRES,Tornquist,Villa Ventana,609,SI,,,,,,SI,,SI,6819070,-38.079576571448,-61.931138348316
BUENOS AIRES,Trenque Lauquen,30 de Agosto,4777,,SI,,SI,,,SI,SI,SI,6826040,-36.277972005732,-62.545308865465
BUENOS AIRES,Trenque Lauquen,Berutti,1098,,,,SI,,,SI,SI,SI,6826010,-35.858031135984,-62.512632899563
BUENOS AIRES,Trenque Lauquen,Girodias,161,SI,,,,,SI,SI,,,6826020,-36.367451804132,-62.356966093656
BUENOS AIRES,Trenque Lauquen,La Carreta,45,,,,,,SI,,,,6826030,-36.207576751709,-62.238689422607
BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,33442,SI,SI,SI,SI,SI,SI,SI,SI,SI,6826050,-35.974695155985,-62.732309965558
BUENOS AIRES,Trenque Lauquen,Trongé,23,,,,,,SI,,,,6826060,-36.460309240266,-62.487122904030
BUENOS AIRES,Tres Arroyos,Balneario Orense,77,,,,,,,,SI,SI,6833010,-38.807958095178,-59.738298944700
JUJUY,San Antonio,Los Alisos,61,SI,,,,,,,,,38056017,-24.283939599396,-65.281827227344
CABA,COMUNA 01,MONSERRAT,39914,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.612688082174,-58.379652044818
CORDOBA,Calamuchita,La Cumbrecita,549,,,,,,SI,,SI,SI,14007080,-31.896964387758,-64.775158943359
CORDOBA,Calamuchita,Las Bajadas,141,,,,,,SI,,,SI,14007090,-32.095406358309,-64.331053554637
CORDOBA,Calamuchita,Las Caleras,192,,,,,,SI,SI,,,14007100,-32.389361245710,-64.518592341854
CORDOBA,Calamuchita,Los Cóndores,2879,SI,,,,SI,SI,SI,SI,SI,14007110,-32.321127767939,-64.281008032751
CORDOBA,Calamuchita,Los Molinos,260,,,,,,SI,,,,14007120,-31.856822316431,-64.377952158649
CORDOBA,Calamuchita,Los Reartes,1192,SI,,,SI,SI,SI,SI,SI,SI,14007130,-31.919856077953,-64.575503707334
CABA,COMUNA 06,CABALLITO,176076,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.616825499692,-58.443603110353
CORDOBA,Río Primero,La Puerta,2185,,,,SI,,SI,SI,SI,SI,14105130,-30.892605115478,-63.253271201523
CORDOBA,Río Primero,La Quinta,150,,,,,,SI,,,,14105140,-31.062258845602,-63.150128183097
CORDOBA,Río Primero,Las Gramillas,109,,,,,,,SI,,SI,14105150,-31.088255512866,-63.241844462147
CORDOBA,Río Primero,Las Saladas,134,,,,,,,SI,,,14105160,-30.759468101286,-63.203502728693
CORDOBA,Río Primero,Maquinista Gallini,69,,,,,,,,,,14105170,-30.907441973818,-63.532118614378
CORDOBA,Río Primero,Monte del Rosario,114,,,,,,,,,,14105180,-30.982602633969,-63.601785042496
CORDOBA,Río Primero,Montecristo,9254,SI,,,SI,SI,SI,SI,SI,SI,14105190,-31.343853870760,-63.945773558409
CORDOBA,Río Primero,Obispo Trejo,2420,,,,,,,,SI,SI,14105200,-30.781192448834,-63.413049434391
CABA,COMUNA 10,VILLA LURO,32502,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.636412778398,-58.502728805093
CORDOBA,Totoral,Sinsacate,1317,SI,,,SI,,SI,SI,SI,SI,14168110,-30.942857478741,-64.088497437482
CORDOBA,Totoral,Villa del Totoral,8211,SI,,,SI,,SI,SI,SI,SI,14168120,-30.703843742537,-64.068299177858
CORDOBA,Tulumba,Cerro Colorado,0,,,,,,,,,,14175060,-30.096944000000,-63.931111000000
CORDOBA,Tulumba,Churqui Cañada,48,,,,,,,,,,14175020,-30.168157198332,-63.929588931683
CORDOBA,Tulumba,El Rodeo,134,,,,,,,,,,14175030,-30.176079345889,-63.867963614383
CORDOBA,Tulumba,El Tuscal,79,,,,,,,,,,14175040,-29.757436877020,-64.529898855068
CORDOBA,Tulumba,Las Arrias,1104,SI,,,,,,SI,SI,SI,14175050,-30.381282684101,-63.596663561537
CABA,COMUNA 14,PALERMO,225970,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.573899983642,-58.422436452319
ENTRE RIOS,Diamante,Aldea Valle María,2149,,,,SI,,SI,SI,,SI,30021060,-31.992244008790,-60.587850227445
ENTRE RIOS,Diamante,Colonia Ensayo,255,,,,,,SI,SI,,,30021070,-31.867257261120,-60.575290186957
ENTRE RIOS,Diamante,Costa Grande,0,,,,,,,,,,30021127,-32.138275274100,-60.433033415200
ENTRE RIOS,Diamante,Diamante,19142,SI,SI,,,,SI,SI,SI,SI,30021080,-32.067154944122,-60.637736518812
ENTRE RIOS,Diamante,Estación Camps,171,,,,,,SI,SI,,,30021090,-32.113320743825,-60.229901796738
ENTRE RIOS,Diamante,Estacion Puiggari,0,,,,,,,,,,30021140,-32.060229992511,-60.443572904420
ENTRE RIOS,Diamante,General Alvear,438,,,,,,SI,SI,,SI,30021100,-31.949454108035,-60.677949725932
ENTRE RIOS,Diamante,General Racedo,514,,,,,,SI,SI,,SI,30021110,-31.984016448726,-60.408391228549
FORMOSA,Formosa,Formosa,222218,SI,SI,,SI,SI,SI,SI,SI,SI,34014020,-26.182822305576,-58.173393054912
FORMOSA,Formosa,Gran Guardia,916,,,,,,SI,SI,,SI,34014030,-25.862849634196,-58.885991501965
FORMOSA,Formosa,Mariano Boedo,373,,,,,,SI,,,,34014040,-26.110635740873,-58.488427051824
FORMOSA,Formosa,Mojón de Fierro,1131,,,,,SI,SI,,SI,SI,34014050,-26.034511971964,-58.049930761690
FORMOSA,Formosa,San Hilario,583,,,,,SI,SI,,,SI,34014060,-26.024867679209,-58.650072622877
FORMOSA,Formosa,Villa del Carmen,3970,,,,SI,SI,SI,,SI,SI,34014070,-26.252259097759,-58.252552869015
FORMOSA,Formosa,Villa Trinidad,0,,,,,,,,,,34014030,-26.182822305576,-58.173393054912
FORMOSA,Laishi,Banco Payaguá,374,,,,,,SI,,,,34021010,-26.707129702556,-58.339074582726
FORMOSA,Laishi,General Lucio Victorio Mansilla,2802,SI,,,,SI,SI,SI,,SI,34021020,-26.654180225538,-58.629321475653
FORMOSA,Laishi,Herradura,2660,,,,,,SI,SI,,SI,34021030,-26.487464639669,-58.312242459800
FORMOSA,Laishi,San Francisco de Laishi,4628,,,,,SI,SI,SI,SI,SI,34021040,-26.242301025244,-58.630064241511
FORMOSA,Laishi,Tatané,1056,,,,,,SI,,,SI,34021050,-26.398718682788,-58.357560049303
FORMOSA,Laishi,Villa Escolar,1290,,,,,,SI,,,,34021060,-26.621184481930,-58.671833694089
LA PAMPA,Quemú Quemú,Quemú Quemú,3714,,,SI,SI,SI,SI,SI,SI,SI,42119040,-36.053677480752,-63.563243291943
LA PAMPA,Quemú Quemú,Relmo,120,,,,,,,,SI,,42119050,-36.257383786841,-63.448130203092
LA PAMPA,Quemú Quemú,Villa Mirasol,546,,,,,,SI,SI,,,42119060,-36.075751345904,-63.887583794104
LA PAMPA,Rancul,Caleufú,2014,,SI,,SI,SI,,SI,,SI,42126010,-35.592864633462,-64.558684258137
LA PAMPA,Rancul,Ingeniero Foster,52,,,,,,,,,,42126020,-35.701488917483,-65.102553520234
LA PAMPA,Rancul,La Maruja,1168,,SI,,,SI,,SI,,,42126030,-35.671688678266,-64.940569826581
